ORDRE;uai_mail;bdd iMFR;num_bee_etablissements;RNE iMFR;uai_code_educnationale;;Mail;uai_mail;uai_code_region;uai_region;uai_code_departement;uai_departement;uai_libelle_administratif;uai_libelle_communication;uai_debut_validite;uai_fin_validite;uai_siteweb;uai_telephone;uai_mail;uai_fax;uai_ministere_principal;uai_secteur;uai_nature;uaiprive_orgaffiliation;uaiprive_typecontrat;uai_code_siret;uai_libelle_educnationale;uai_eleve;uai_etudiant;uai_adulte;uai_apprenti;uai_code_commume;uai_commune;adressepostale_ligne1;adressepostale_ligne2;adressepostale_ligne3;adressepostale_ligne4;adressepostale_ligne5;adressepostale_ligne6;adressegeographique_ligne1;adressegeographique_ligne2;adressegeographique_ligne3;adressegeographique_ligne4;adressegeographique_ligne5;adressegeographique_ligne6;uai_niveau;uainiveau1_codedger;uainiveau1_libelle_administratif;uainiveau2_codedger;uainiveau2_libelle_administratif;date_jeu_donnees;coord_wgs84_x;coord_wgs84_y;uai_id_cdn;uai_codedger;uai_type;anneesco_cdn;annee_scolaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;oisemont;80_oisemont;66464;0801631N;0801631N;;mfr.oisemont@mfr.asso.fr;mfr.oisemont;32;Hauts-de-France;80;Somme;MFREO d'Oisemont;Maison Familiale Rurale;1999-09-01;;www.mfroisemont.com;0322251250;mfr.oisemont;0322250215;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;40414402400019;MAISON FAMILIALE RURALE DE OISEMONT;Oui;Non;Non;Oui;80606;OISEMONT;MAISON FAMILIALE RURALE;;;14 RUE ROGER SALENGRO;;80140 OISEMONT;MAISON FAMILIALE RURALE;;;14 RUE ROGER SALENGRO;;80140 OISEMONT;2;08003461;Association de la MFREO de Oisemont;;;2020-09-29;1.763112;49.957265;528;08000733;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;Villers-Bocage;80_villersbocage;66407;0801794R;0801794R;;mfr.Villers-Bocage@mfr.asso.fr;mfr.Villers-Bocage;32;Hauts-de-France;80;Somme;MFREO de Villers Bocage;MFREO de Villers Bocage;1999-09-01;;www.mfrvillersbocage.com;0322937004;mfr.Villers-Bocage;0322936580;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;30304156000028;MAISON FAMILIALE RURALE DE VILLERS BOCAGE;Oui;Non;Non;Oui;80798;VILLERS BOCAGE;MFREO DE VILLERS BOCAGE;;;RUE DE LA SABLIERE;;80260 VILLERS BOCAGE;MFREO DE VILLERS BOCAGE;;;RUE DE LA SABLIERE;;80260 VILLERS BOCAGE;2;08002966;Association de la MFREO de Villers Bocage;;;2020-09-29;2.323295;49.998047;523;08000238;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;yzengremer;80_yzengremer;66421;0801719J;0801719J;;mfr.yzengremer@mfr.asso.fr;mfr.yzengremer;32;Hauts-de-France;80;Somme;MFREO d'Yzengremer;MFR DU VIMEU;1999-09-01;;www.mfryzengremer.fr;0322300114;mfr.yzengremer;0322265366;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;30304171900012;MAISON FAMILIALE RURALE D'YZENGREMER;Oui;Non;Oui;Oui;80834;YZENGREMER;MFR DU VIMEU;;;2 RUE DU 8 MAI 1945;BP 60009;80520 YZENGREMER;MFR DU VIMEU;;;2 RUE DU 8 MAI 1945;;80520 YZENGREMER;2;08003263;Association de la MFREO d'Yzengremer;;;2020-09-29;1.520778;50.061936;526;08000535;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;Gaillac;81_gaillac;51559;0811037M;0811037M;;mfr.Gaillac@mfr.asso.fr;mfr.Gaillac;76;Occitanie;81;Tarn;MFREO mixte Bel Aspect à Gaillac;MFR Bel Aspect Gaillac;1999-09-01;;www.mfrbelaspect.asso.fr;0563812150;mfr.Gaillac;0563812169;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;32350606300011;MAISON FAMILIALE RURALE DE GAILLAC;Oui;Non;Non;Oui;81099;GAILLAC;MFR BEL ASPECT GAILLAC;;;306 CHEMIN DE BEL ASPECT;;81600 GAILLAC;MFR BEL ASPECT GAILLAC;;;306 CHEMIN DE BEL ASPECT;;81600 GAILLAC;2;08102041;Association de la MFREO Bel Aspect à Gaillac;;;2020-09-29;1.864399;43.88474;330;08100402;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;ineopole;81_ineopole brens;0;0811106M;0811106M;;mfr.ineopole@mfr.asso.fr;mfr.ineopole;76;Occitanie;81;Tarn;MFR Midi-Pyrénées - Ineopole Formation;MFR - INEOPOLE FORMATION;2002-09-01;;www.ineopole-mfr.com;0563570515;mfr.ineopole;0563570366;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77719323600018;MAISON FAMILIALE RURALE DE BRENS;Oui;Non;Non;Oui;81038;BRENS;MFR - INEOPOLE FORMATION;;;823 AVENUE DE LA FEDARIE;;81600 BRENS;MFR - INEOPOLE FORMATION;;;823 AVENUE DE LA FEDARIE;;81600 BRENS;2;08102140;Association MFR Midi-Pyrénées - Ineopole Formation;;;2020-09-29;1.910772;43.882616;331;08100501;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;Peyregoux;81_peyregoux;51558;0811036L;0811036L;;mfr.Peyregoux@mfr.asso.fr;mfr.Peyregoux;76;Occitanie;81;Tarn;MFR-IR-CFA de Peyregoux;Maison Familiale Rurale de Peyregoux;1999-09-01;;WWW.mfr-peyregoux.asso.fr;0563822020;mfr.Peyregoux;0563822021;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77724791700019;MAISON FAMILIALE RURALE DE PEYREGOUX;Oui;Non;Non;Oui;81207;PEYREGOUX;MAISON FAMILIALE RURALE DE PEYREGOUX;;;LA ROQUE;;81440 PEYREGOUX;MAISON FAMILIALE RURALE DE PEYREGOUX;;;LA ROQUE;;81440 PEYREGOUX;2;08101942;Association de la MFR-IR-CFA de Peyregoux;;;2020-09-29;2.199778;43.698068;329;08100303;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;escatalens;82_escalalens;51270;0820776Y;0820776Y;;mfr.escatalens@mfr.asso.fr;mfr.escatalens;76;Occitanie;82;Tarn-et-Garonne;MFREO Sud Agromat Escatalens;MFR SUD AGROMAT - CAMPUS ALTERNANCE;1999-09-01;;http://mfr-sudagromat.fr/;0563251414;mfr.escatalens;0563251419;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77727960500011;MAISON FAMILIALE RURALE SUD AGROMAT D'ESCATALENS;Oui;Non;Non;Oui;82052;ESCATALENS;MFR SUD AGROMAT - CAMPUS ALTERNANCE;;;584 CHEMIN JOUAN PETIT;;82700 ESCATALENS;MFR SUD AGROMAT - CAMPUS ALTERNANCE;;;584 CHEMIN JOUAN PETIT;;82700 ESCATALENS;2;08201809;Association de MFREO Sud Agromat à Escatalens;;;2020-09-29;1.188876;43.984939;334;08200338;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;moissac;82_moissac;54096;0820888V;0820888V;;mfr.moissac@mfr.asso.fr;mfr.moissac;76;Occitanie;82;Tarn-et-Garonne;MFREO de Moissac;MFREO de Moissac;2004-09-01;;www.mfrmoissac.asso.fr;0563046030;mfr.moissac;0563046039;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;45034043500012;MAISON FAMILIALE RURALE DE MOISSAC;Oui;Non;Non;Oui;82112;MOISSAC;MFREO DE MOISSAC;LE LUC;;ROUTE DE LA MEGERE;;82200 MOISSAC;MFREO DE MOISSAC;LE LUC;;ROUTE DE LA MEGERE;;82200 MOISSAC;2;08202630;Association de MFREO de Moissac;;;2020-09-29;1.114037;44.115695;5000000003501;08202333;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;Bollène;84_bollene;74390;0060149E;0841203B;Erreur RNE !;;;93;Provence-Alpes-Côte d'Azur;84;Vaucluse;MFREO du Haut Vaucluse;MFREO du Haut Vaucluse;2019-09-01;;;0486710075;;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;;MAISON FAMILIALE RURALE DU HAUT VAUCLUSE;Oui;Non;Non;Oui;84019;BOLLENE;MFREO DU HAUT VAUCLUSE;;;1 ROUTE DE MONTSOLEIL;;84500 BOLLENE;MFREO DU HAUT VAUCLUSE;;;1 ROUTE DE MONTSOLEIL;;84500 BOLLENE;2;08404212;Association de la MFREO du Haut Vaucluse;;;2020-09-29;4.749252;44.280103;5000000005192;08404311;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;latour;84_latour;2818;0840796J;0840796J;;mfr.latour@mfr.asso.fr;mfr.latour;93;Provence-Alpes-Côte d'Azur;84;Vaucluse;MFREO de La Tour d'Aigues;MFREO de La Tour d'Aigues;1999-09-01;;www.mfr-latourdaigues.com;0490074072;mfr.latour;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;33500462800012;MAISON FAMILIALE RURALE DE LA TOUR D'AIGUES;Oui;Non;Non;Non;84133;LA TOUR D AIGUES;MFREO DE LA TOUR D AIGUES;;27 CHEMIN DE VERDACHE;QUARTIER LA FERRAGE;;84240 LA TOUR D AIGUES;MFREO DE LA TOUR D AIGUES;;27 CHEMIN DE VERDACHE;QUARTIER LA FERRAGE;;84240 LA TOUR D AIGUES;2;08402404;Association de la MFREO de La Tour d'Aigues;;;2020-09-29;5.551503;43.723657;577;08400339;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;monteux;84_monteux;2815;0840787Z;0840787Z;;mfr.monteux@mfr.asso.fr;mfr.monteux;93;Provence-Alpes-Côte d'Azur;84;Vaucluse;MFREO 'La Denoves' à Monteux;MFREO 'La Denoves' à Monteux;1999-09-01;;www.mfr-monteux.org;0490662081;mfr.monteux;0490668396;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78323563300014;MAISON FAMILIALE RURALE DE MONTEUX;Oui;Non;Non;Non;84080;MONTEUX;MFREO  LA DENOVES  A MONTEUX;;;LA DENOVE;;84170 MONTEUX;MFREO  LA DENOVES  A MONTEUX;;;LA DENOVE;;84170 MONTEUX;2;08402503;Association de la MFREO 'La Denoves' à Monteux;;;2020-09-29;5.0095612336929;44.0369092590692;578;08400438;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;richerenches;84_richerenches;0;0840765A;0840765A;;mfr.richerenches@mfr.asso.fr;mfr.richerenches;93;Provence-Alpes-Côte d'Azur;84;Vaucluse;MFREO de Richerenches;MFREO de Richerenches;1999-09-01;;www.mfr-richerenches.org;0490280021;mfr.richerenches;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78324704200014;MAISON FAMILIALE RURALE DE RICHERENCHES;Oui;Non;Non;Non;84097;RICHERENCHES;MFREO DE RICHERENCHES;ENCLAVE DES PAPES;;85 CHEMIN DES ABEILLERS;;84600 RICHERENCHES;MFREO DE RICHERENCHES;ENCLAVE DES PAPES;;85 CHEMIN DES ABEILLERS;;84600 RICHERENCHES;2;08402602;Association de la MFREO de Richerenches;;;2020-09-29;4.91245852463192;44.3593705331238;579;08400537;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;bournezeau;85_bournezeau;55685;0851307J;0851307J;;mfr.bournezeau@mfr.asso.fr;mfr.bournezeau;52;Pays de la Loire;85;Vendée;MFREO de Bournezeau;MFR DE BOURNEZEAU;1999-09-01;;www.ecole-cheval-vendee.fr;0251407119;mfr.bournezeau;0251407527;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78638426300012;MAISON FAMILIALE RURALE DE BOURNEZEAU;Oui;Non;Oui;Oui;85034;BOURNEZEAU;MFR DE BOURNEZEAU;;;4 ROUTE DE LA ROCHE;;85480 BOURNEZEAU;MFR DE BOURNEZEAU;;;4 ROUTE DE LA ROCHE;;85480 BOURNEZEAU;2;08505409;Association de la MFREO de Bournezeau;;;2020-09-29;-1.183946;46.639485;498;08501265;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;challans;85_challans;55721;0851236G;0851236G;;mfr.challans@mfr.asso.fr;mfr.challans;52;Pays de la Loire;85;Vendée;MFREO de Challans;Maison Familiale Rurale de Challans;1999-09-01;;www.mfrchallans.fr;0251682149;mfr.challans;0251681733;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78639021100013;MAISON FAMILIALE RURALE DE CHALLANS;Oui;Non;Non;Non;85047;CHALLANS;MAISON FAMILIALE RURALE DE CHALLANS;;;97 RUE DES PLANTES;;85300 CHALLANS;MAISON FAMILIALE RURALE DE CHALLANS;;;97 RUE DES PLANTES;;85300 CHALLANS;2;08505508;Association de la MFREO de Challans;;;2020-09-29;-1.86179052802888;46.8511085298933;499;08501364;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;Chantonnay;85_chantonnay;55687;0851309L;0851309L;;mfr.Chantonnay@mfr.asso.fr;mfr.Chantonnay;52;Pays de la Loire;85;Vendée;MFREO de Chantonnay;MFREO de Chantonnay;1999-09-01;;;0251485252;mfr.Chantonnay;0251468475;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78639247200019;MAISON FAMILIALE RURALE DE CHANTONNAY;Oui;Non;Non;Non;85051;CHANTONNAY;MFREO DE CHANTONNAY;;;25 AVENUE GEORGES CLEMENCEAU;;85110 CHANTONNAY;MFREO DE CHANTONNAY;;;25 AVENUE GEORGES CLEMENCEAU;;85110 CHANTONNAY;2;08506201;Association de la MFREO de Chantonnay;;;2020-09-29;-1.04959165689212;46.6857620376444;507;08502156;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;herbergement;85_herbergement;55709;0851286L;0851286L;;mfr.herbergement@mfr.asso.fr;mfr.herbergement;52;Pays de la Loire;85;Vendée;MFREO de l'Hérbergement;MAISON FAMILIALE RURALE DE L'HERBERGEMENT;1999-09-01;;;0251428037;mfr.herbergement;0251424295;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78834348100016;MAISON FAMILIALE RURALE DE L'HERBERGEMENT;Oui;Non;Non;Non;85108;L'HERBERGEMENT;MAISON FAMILIALE RURALE DE L HERBERGEM;;;8 RUE DU VAL DE LOIRE;;85260 L HERBERGEMENT;MAISON FAMILIALE RURALE DE L HERBERGEM;;;8 RUE DU VAL DE LOIRE;;85260 L HERBERGEMENT;2;08505706;Association de la MFREO de l'Hérbergement;;;2020-09-29;-1.3773544612786;46.9097637316413;502;08501661;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;Ifacom;85_ifacom laferriere;89097;0851403N;0851403N;;;;52;Pays de la Loire;85;Vendée;CFP La Ferrière;CFP La Ferrière;2003-09-01;;;0251984144;;0251983026;Ministère en charge de l'Agriculture;Privé;CFP;UNMFREO;Sans objet;78640269300018;CENTRE DE FORMATION IFACOM;Non;Non;Oui;Non;85089;LA FERRIERE;CFP LA FERRIERE;;;LE PLESSIS BERGERET;BP 20;85280 LA FERRIERE;CFP LA FERRIERE;;;LE PLESSIS BERGERET;;85280 LA FERRIERE;2;08507656;O.G du CFP La Ferrière;;;2020-09-29;-1.31755641427731;46.7041970694174;5000000003365;08507755;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;ireo.les-herbiers;85_ireo lesherbiers;55728;0851252Z;0851252Z;;ireo.les-herbiers@mfr.asso.fr;ireo.les-herbiers;52;Pays de la Loire;85;Vendée;IREO des Herbiers;Iréo des Herbiers - MFR;1999-09-01;;www.formations-herbiers.fr;0251910972;ireo.les-herbiers;;Ministère en charge de l'Agriculture;Privé;IREO;UNMFREO;Rythme approprié par alternance;30256516300011;MAISON FAMILIALE RURALE DES HERBIERS;Oui;Non;Oui;Non;85109;LES HERBIERS;IREO DES HERBIERS - MFR;;;14 RUE  DE LA CHESNAIE;;85500 LES HERBIERS;IREO DES HERBIERS - MFR;;;14 RUE  DE LA CHESNAIE;;85500 LES HERBIERS;2;08506102;Association de l'IREO des Herbiers;;;2020-09-29;-1.018242;46.875854;506;08502057;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;ireo.st-florent;85_ireo stflorent;85639;0851253A;0851253A;;ireo.st-florent@mfr.asso.fr;ireo.st-florent;52;Pays de la Loire;85;Vendée;IREO de Saint Florent des Bois;MAISON FAMILIALE RURALE;1999-09-01;;www.mfr-st-florent.com;0251319999;ireo.st-florent;0251319991;Ministère en charge de l'Agriculture;Privé;IREO;UNMFREO;Rythme approprié par alternance;78645791100018;MAISON FAMILIALE RURALE DE ST FLORENT DES BOIS;Oui;Non;Non;Non;85213;RIVES DE L YON;MAISON FAMILIALE RURALE;;;1 CHEMIN D AVAUD;ST FLORENT DES BOIS;85310 RIVES DE L YON;MAISON FAMILIALE RURALE;;;1 CHEMIN D AVAUD;ST FLORENT DES BOIS;85310 RIVES DE L YON;2;08504914;Association de l'IREO de St Florent des Bois;;;2020-09-29;-1.316882;46.592635;493;08500701;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;ireo.st-fulgent;85_ireo stfulgent;55716;0851235F;0851235F;;ireo.st-fulgent@mfr.asso.fr;ireo.st-fulgent;52;Pays de la Loire;85;Vendée;IREO de Saint Fulgent;MFR de l'IREO de Saint Fulgent;1999-09-01;;www.formation-alternance-stfulgent.com;0251426390;ireo.st-fulgent;;Ministère en charge de l'Agriculture;Privé;IREO;UNMFREO;Rythme approprié par alternance;78834302800031;MAISON FAMILIALE RURALE DE ST FULGENT;Oui;Non;Non;Non;85215;SAINT FULGENT;MFR DE L IREO DE SAINT FULGENT;;;4 RUE JULES VERNE;BP 17;85250 ST FULGENT;MFR DE L IREO DE SAINT FULGENT;;;4 RUE JULES VERNE;;85250 ST FULGENT;2;08506468;Association de l'IREO de Saint Fulgent;;;2020-09-29;-1.17114;46.851307;501;08501562;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;lamotheachard;85_lamotheachard;55742;0851223T;0851223T;;mfr.lamotheachard@mfr.asso.fr;mfr.lamotheachard;52;Pays de la Loire;85;Vendée;MFREO de la Mothe-Achard;MFR DES ACHARDS;1999-09-01;;www.formation-alternance-vendee-lamotheachard.com;0251386105;mfr.lamotheachard;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78642798900011;MAISON FAMILIALE RURALE DE LA MOTTE ACHARD;Oui;Non;Non;Non;85152;LES ACHARDS;MFR DES ACHARDS;;;2 RUE JEAN YOLE;BP N 13 - LA MOTHE ACHARD;85150 LES ACHARDS;MFR DES ACHARDS;;;2 RUE JEAN YOLE;LA MOTHE ACHARD;85150 LES ACHARDS;2;08504518;Association de la MFREO de La Mothe-Achard;;;2020-09-29;-1.66228075838486;46.6185392871302;489;08500305;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;lepoire-sur-vie;85_lepoire;55683;0851305G;0851305G;;mfr.lepoire-sur-vie@mfr.asso.fr;mfr.lepoire-sur-vie;52;Pays de la Loire;85;Vendée;MFREO du Poiré sur Vie;MFR du Poiré-sur-Vie;2002-09-01;;www.mfr-lepoire.com;0251318123;mfr.lepoire-sur-vie;0251316149;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78643686500012;MAISON FAMILIALE RURALE DU POIRE SUR VIE;Oui;Non;Non;Non;85178;LE POIRE SUR VIE;MFR DU POIRE-SUR-VIE;;;RUE DU PETIT BOIS;BP 1;85170 LE POIRE SUR VIE;MFR DU POIRE-SUR-VIE;;;RUE DU PETIT BOIS - BP 1;;85170 LE POIRE SUR VIE;2;08504617;Association de la MFREO du Poiré sur Vie;;;2020-09-29;-1.51456768625854;46.7684120784162;490;08500404;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;mareuil-sur-lay;85_mareuil;55718;0851232C;0851232C;;mfr.mareuil-sur-lay@mfr.asso.fr;mfr.mareuil-sur-lay;52;Pays de la Loire;85;Vendée;MFREO de Mareuil sur Lay;MAISON FAMILIALE HORTICOLE;1999-09-01;;;0251305064;mfr.mareuil-sur-lay;0251305017;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78642328500018;MAISON FAMILIALE RURALE DE MAREUIL SUR LAY DISSAIS;Oui;Non;Non;Non;85135;MAREUIL SUR LAY DISSAIS;MAISON FAMILIALE HORTICOLE;;;14 RUE DU MARCHIOU;;85320 MAREUIL SUR LAY DISSAIS;MAISON FAMILIALE HORTICOLE;;;14 RUE DU MARCHIOU;;85320 MAREUIL SUR LAY DISSAIS;2;08504419;Association de la MFREO de Mareuil sur Lay;;;2020-09-29;-1.22311097083747;46.5381451710114;487;08500206;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;mouilleron;85_mouilleron;55715;0851227X;0851227X;;mfr.mouilleron@mfr.asso.fr;mfr.mouilleron;52;Pays de la Loire;85;Vendée;MFREO de Mouilleron en Pareds;MAISON FAMILIALE RURALE;1999-09-01;;;0251003054;mfr.mouilleron;0251003561;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78642896100019;MAISON FAMILIALE RURALE DE MOUILLERON EB PAREDS;Oui;Non;Non;Non;85154;MOUILLERON SAINT GERMAIN;MAISON FAMILIALE RURALE;;;10 RUE DU PAVE;BP 2 - MOUILLERON EN PAREDS;85390 MOUILLERON ST GERMAIN;MAISON FAMILIALE RURALE;;;10 RUE DU PAVE;MOUILLERON EN PAREDS;85390 MOUILLERON ST GERMAIN;2;08505013;Association de la MFREO de Mouilleron en Pareds;;;2020-09-29;-0.848733601562336;46.6745668634226;494;08500869;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;pays-des-olonnes;85_olonnes;55390;0851556E;0851556E;;mfr.pays-des-olonnes@mfr.asso.fr;mfr.pays-des-olonnes;52;Pays de la Loire;85;Vendée;MFREO de Château d'Olonne;MFREO de Château d'Olonne;2002-09-01;;www.mfr-olonnes-atlantic.fr;0251236780;mfr.pays-des-olonnes;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;41355776000019;MAISON FAMILIALE RURALE DE CHATEAU D'OLONNE;Oui;Non;Non;Non;85194;LES SABLES D OLONNE;MFREO DE CHATEAU D OLONNE;;;110 RUE DU DOCTEUR SCHWEITZER;CHATEAU D OLONNE;85180 LES SABLES D OLONNE;MFREO DE CHATEAU D OLONNE;;;110 RUE DU DOCTEUR SCHWEITZER;CHATEAU D OLONNE;85180 LES SABLES D OLONNE;2;08506666;Association de la MFREO de Château d'Olonne;;;2020-09-29;-1.762247;46.494773;5000000002875;08506567;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;pouzauges;85_pouzauges;55710;0851287M;0851287M;;mfr.pouzauges@mfr.asso.fr;mfr.pouzauges;52;Pays de la Loire;85;Vendée;MFREO de Pouzauges;MFR 'Bellevue';1999-09-01;;www.formations-pouzauges.fr;0251570252;mfr.pouzauges;0251571052;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78834173300020;MAISON FAMILIALE RURALE DE POUZAUGES;Oui;Non;Non;Non;85182;POUZAUGES;MFR  BELLEVUE;;;44 CHEMIN DES PUYS;BP 50262;85702 POUZAUGES CEDEX;MFR  BELLEVUE ;;;44 CHEMIN DES PUYS;;85700 POUZAUGES;2;08505805;Association de la MFREO de Pouzauges;;;2020-09-29;-0.825633;46.781714;503;08501760;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;St-Fulgent;85_stfulgent;55716;0851229Z;0851229Z;;mfr.St-Fulgent@mfr.asso.fr;mfr.St-Fulgent;52;Pays de la Loire;85;Vendée;MFREO de Saint Fulgent;Maison Familiale Rurale de Saint Fulgent;1999-09-01;;;0251426171;mfr.St-Fulgent;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78645862000014;MAISON FAMILIALE RURALE DE ST FULGENT;Oui;Non;Non;Non;85215;SAINT FULGENT;MAISON FAMILIALE RURALE;DE ST FULGENT;;42 RUE DES MAUGES;;85250 ST FULGENT;MAISON FAMILIALE RURALE;DE ST FULGENT;;42 RUE DES MAUGES;;85250 ST FULGENT;2;08506003;Association de la MFREO de Saint Fulgent;;;2020-09-29;-1.174857;46.857702;505;08501958;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;st-gilles;85_stgilles;55762;0851222S;0851222S;;mfr.st-gilles@mfr.asso.fr;mfr.st-gilles;52;Pays de la Loire;85;Vendée;MFREO de Saint Gilles Croix de Vie;MAISON FAMILIALE RURALE 'La Bouchère';1999-09-01;;http://www.cfa-mfr-stgillescroixdevie.fr;0251555212;mfr.st-gilles;0251542582;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78646184800016;MAISON FAMILIALE RURALE DE ST GILLES CROIX DE VIE;Oui;Non;Non;Non;85222;SAINT GILLES CROIX DE VIE;MAISON FAMILIALE RURALE  LA BOUCHERE;;;51 ROUTE DE LA ROCHE SUR YON;LA BOUCHERE;85800 ST GILLES CROIX DE VIE;MAISON FAMILIALE RURALE  LA BOUCHERE;;;51 ROUTE DE LA ROCHE SUR YON;;85800 ST GILLES CROIX DE VIE;2;08505112;Association de la MFREO de St Gilles Croix de Vie;;;2020-09-29;-1.90812395285025;46.6947454321301;495;08500968;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;st-jean-monts;85_stjean;55722;0851238J;0851238J;;mfr.st-jean-monts@mfr.asso.fr;mfr.st-jean-monts;52;Pays de la Loire;85;Vendée;MFREO de Saint Jean de Monts;MFREO de Saint Jean de Monts;1999-09-01;;www.mfr-stjeandemonts.com;0251582270;mfr.st-jean-monts;0251595325;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78646785200012;MAISON FAMILIALE RURALE DE ST JEAN DE MONTS;Oui;Non;Non;Non;85234;SAINT JEAN DE MONTS;MFREO DE SAINT JEAN DE MONTS;;;48 RUE DE LA CHESSELIERE;BP 40207;85162 ST JEAN DE MONTS CEDEX;MFREO DE SAINT JEAN DE MONTS;;;48 RUE DE LA CHESSELIERE;;85160 ST JEAN DE MONTS;2;08504716;Association de la MFREO de St Jean de Monts;;;2020-09-29;-2.04684317859242;46.7913105420764;491;08500503;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
