code_gestion;numero_uai;mel;denomination_principale_uai;patronyme_uai;adresse_uai;code_postal_uai;localite_acheminement_uai;numero_telephone_uai;mel_uai;enquete;nature_uai;specificite_uai;nouveau;numero_siren_siret_uai
d32;0801998M;bertrand.alix@educagri.fr;CTR FORMATION APPRENTIS AGRIC;DE LA SOMME;RUE DE COTTENCHY;80440;BOVES;0322353020;;1;600;;present_enquete_sifa;
d32;0801999N;;CTR FORM PROF PROMO AGRICOLES;;21  RUE DU LIEUTENANT CARON;80100;ABBEVILLE;0322207765;cfppa.abbeville@educagri.fr;;740;APP;nouveau;19801335100020
d32;0802001R;;CTR FORM PROF PROMO AGRICOLES;SITE DE RIBEMONT;RUE DE LA POSTE;80800;RIBEMONT SUR ANCRE;0322405684;;;740;APP;nouveau;19801328600036
a20;0802002S;c.montillot@irfa-apisup.fr;CTR DE FORMATION D APPRENTIS;IRFA APISUP;3 avenue DU PAYS D'AUGE;80000;AMIENS;0322828073;contact@irfa-apisup.fr;1;600;;present_enquete_sifa;
a20;0802004U;anne-sophie.boucher@aftral.com;CTR DE FORMATION D APPRENTIS;AFTRAL;Rue DE LA VASSELLERIE;80046;AMIENS CEDEX 2;0322542170;florence.de-limerville@aftral.com;1;600;;present_enquete_sifa;
d32;0802046P;;MAISON FAMILIALE RURALE;D'ECLUSIER VAUX;1 ROND-POINT DU BOIS FAUVEL;80340;ECLUSIER VAUX;0322765328;mfr.eclusier@mfr.asso.fr;;380;APP;nouveau;
a20;0802078Z;aurelie.get@crefpharmacie.org;CTR DE FORMATION D APPRENTIS;CREF PHARMACIE;67 avenue DE L'ITALIE;80094;AMIENS CEDEX 3;0322979220;contact@crefpharmacie.org;1;600;;present_enquete_sifa;39503020800031
a20;0802084F;cf3a@ac-amiens.fr;CTR DE FORMATION D APPRENTIS;CF3A;20 boulevard ALSACE-LORRAINE;80063;AMIENS CEDEX 9;0322823709;cf3a@ac-amiens.fr;1;600;;present_enquete_sifa;18800864300028
a20;0802087J;;GRETA SOMME;LYCÉE LA HOTOIE AMIENS;Rue DU BATONNIER MAHIU;80001;AMIENS CEDEX 1;0322332390;greta.ga@ac-amiens.fr;;710;;nouveau;19800049900022
a20;0802093R;sarah.picart@cfpb.fr;CTR DE FORMATION D APPRENTIS;BANQUES PICARDIE;47 rue DES TROIS CAILLOUX;80000;AMIENS;;hugues.dequidt@cfpb.fr;1;600;;present_enquete_sifa;
a20;0802189V;;ORGANISME FORMATION-CFA;TIRESIAS EFC AMIENS;13 place Alphonse Fiquet;80000;AMIENS;0322801904;sebastien@tiresias-efc.com;;605;;nouveau;49147555400045
a20;0802190W;;ORGANISME FORMATION-CFA;SAS HAIRDRESSER'S ACADEMY;14 rue des orfèvres;80000;AMIENS;0682665159;hairdressersacademy@maxs.fr;;605;;nouveau;85097020300012
a16;0810791V;pascale.trouche@cm-tarn.fr;CTRE DE FORMATION D'APPRENTIS;CHAMBRE DE METIERS DU TARN;48  AVENUE DE LATTRE DE TASSIGNY;81000;ALBI;0563484360;ce.0810791V@ac-toulouse.fr;1;600;;present_enquete_sifa;18810005100021
a16;0810797B;cfa-bessieres@unicem.fr;CTRE DE FORMATION D'APPRENTIS;UNICEM OCCITANIE;48 rue DU SIDOBRE;81210;LACROUZETTE;0563506272;ce.0810797B@ac-toulouse.fr;1;600;;present_enquete_sifa;78471704300177
a16;0811210A;cfa-mp@difcam.com;CTRE DE FORMATION D'APPRENTIS;METIERS COMMERC ET FINANCIERS;2  AVENUE FRANCHET D'ESPEREY;81000;ALBI;0563389178;ce.0811210A@ac-toulouse.fr;1;600;;present_enquete_sifa;33532404200019
a16;0811238F;cfa.midipyrenees@mfr.asso.fr;CTRE DE FORMATION ET PROMOTION;DES MAISONS FAMILIALES RURALES;14 PLACE DU LAVOIR;81600;BRENS;0563575509;ce.0811238F@ac-toulouse.fr;1;600;;present_enquete_sifa;30691776600025
a16;0811239G;v.bascoul@tarn.cci.fr;CTRE DE FORMATION D'APPRENTIS;IFA AUTO CHBRE DE COMMERCE;8  CHEMIN LA BESSE;81000;ALBI;0563479783;ce.0811239G@ac-toulouse.fr;1;600;;present_enquete_sifa;43953359700019
a16;0811267M;c.robert@tarn.cci.fr;CTRE DE FORMATION D'APPRENTIS;IFA 81 CCI TARN;1  AVENUE GENERAL HOCHE;81012;ALBI CEDEX 9;0567466000;ce.0811267M@ac-toulouse.fr;0;600;;present_non_enquete_sifa;
a16;0811325A;fca@univ-jfc.fr;SECTION D'APPRENTISSAGE;INU J.F CHAMPOLLION;Place de Verdun;81012;ALBI CEDEX 9;0563486400;contact.albi@univ-jfc.fr;1;630;;present_enquete_sifa;
a16;0811343V;cfa.tarn@educagri.fr;CFA A;;DOMAINE DE FLAMARENS;81500;LAVAUR;;;1;600;;present_enquete_sifa;
a16;0811365U;;ORGANISME DE FORMATION CFA;AF81;51 rue Isaac Newton;81000;ALBI;;florence.cabrol@actionformation81.fr;;605;;nouveau;40805858400033
a16;0820746R;contact@edmcfa82.fr;CTRE DE FORMATION D'APPRENTIS;DEPARTEMENTAL ECOLE METIERS;11 RUE ERNEST MERCADIER;82006;MONTAUBAN CEDEX;0563035339;ce.0820746R@ac-toulouse.fr;1;600;;present_enquete_sifa;31318167900025
a16;0820807G;christelle.salobert@educagri.fr;CTRE FORMATION APPRENTIS AGRIC;DU TARN-ET-GARONNE EPLA MONTAU;DOMAINE DE CAPOU;82000;MONTAUBAN;0563212387;;1;600;;present_enquete_sifa;19820559300033
a16;0820833K;;GRETA MIDI-PYRENEES OUEST;LGT BOURDELLE;12 AVENUE DU GENERAL SARRAIL;82013;MONTAUBAN CEDEX;0563916450;greta-mpouest@ac-toulouse.fr;;710;;nouveau;19820021430049
a16;0820858M;e.combattelli@montauban.cci.fr;CTRE DE FORMATION D'APPRENTIS;IFA 82 CCI MONTAUBAN ET T-GNE;61 avenue Gambetta;82000;MONTAUBAN;0563217100;ce.0820858M@ac-toulouse.fr;0;600;;present_non_enquete_sifa;18820001800037
a23;0830704P;accueil@prepapharmavar.com;CTR DE FORMATION D APPRENTIS;ASS PROF FORM PREPA PHARMACIE;RUE H  BARBUSSE LE CASTIGNEAU;83000;TOULON;0494189095;;1;600;;present_enquete_sifa;78316729900024
a23;0831136J;eric.corbalan@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BATIMENT TP TOULON;;83100;TOULON;0494086060;;1;600;;present_enquete_sifa;30934530400013
a23;0831187P;;LYCEE PROFESSIONNEL PRIVE;SAINT JOSEPH;2229 route DE FAVEYROLLES;83192;OLLIOULES CEDEX;0494244349;ce.0830098f@ac-nice.fr;;320;APP;nouveau;78310067000034
a23;0831374T;urma.lebeausset@cmar-paca.fr;CTR DE FORMATION D APPRENTIS;CHAMBRE DES MET LE BEAUSSET;Allée des Primevères;83330;LE BEAUSSET;0494985730;;1;600;;present_enquete_sifa;13002087800133
a23;0831375U;m.riondet@cmar-paca.fr;CTR DE FORMATION D APPRENTIS;CHAMBRE DES METIERS ST MAXIMIN;;83470;ST MAXIMIN LA STE BAUME;0494371050;;1;600;;present_enquete_sifa;13002087800141
a23;0831377W;c.barbier@cmar-paca.fr;CTR DE FORMATION D APPRENTIS;CHAMBRE DES METIERS LES ARCS;CHEMIN DE GUERINGUIER;83460;LES ARCS;0494995180;;1;600;;present_enquete_sifa;13002087800109
a23;0831494Y;;GRETA DU VAR;LPO PAUL LANGEVIN;Boulevard DE L EUROPE;83514;LA SEYNE SUR MER CEDEX;0494111700;;;710;;nouveau;19830923900038
a23;0831608X;d.flambard@cmar-paca.fr;CTR DE FORMATION D APPRENTIS;I.P.F.M. METIERS DE LA MER;68 allée DES FORGES;83500;LA SEYNE SUR MER;0494102690;;1;600;;present_enquete_sifa;18830003200136
a23;0831664H;;ECOLE SUPERIEURE PRIVEE;ARISTEE;1 impasse Hubert Reeves;83160;LA VALETTE DU VAR;0494754096;info@aristee.org;;400;AP1;nouveau;78972553800027
a23;0831710H;;ECOLE SUPERIEURE PRIVEE;SUP IPGV - GROUPE SOMEFORM;401 bis chemin DE PLANTADES;83130;LA GARDE;0493350864;recrutementipgv@orange.fr;;400;AP1;nouveau;
a23;0831758K;;ORGANISME DE FORMATION-CFA;ICADEMIE TOULON;3 rue Jean Racine;83000;TOULON;;v.mouret@icademie.com;;605;;nouveau;48908897100093
a23;0831760M;;ORGANISME FORMATION-CFA;ACAMAN L'ACADÉMIE DE MANAGEMEN;270 route départementale 4;83600;FREJUS;;;;605;;nouveau;83138093600011
a02;0840526R;didier.martirossian@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;FLORENTIN MOURET;13 BIS AVENUE DU BLANCHISSAGE;84023;AVIGNON CEDEX 1;0490141880;cfabtp.avignon@ccca-btp.fr;1;600;;present_enquete_sifa;78320250000014
a02;0840709P;sricard@vaucluse.cci.fr;CTR DE FORMATION D APPRENTIS;CCI HOTEL.PROVENCE COTE D AZUR;ALLÉE DES FENAISONS;84032;AVIGNON CEDEX 3;0490138646;campushotellerie@avignonvaucluse.cci.fr;1;600;;present_enquete_sifa;18840001400042
a02;0840733R;s.acary@cmar-paca.fr;CTR DE FORMATION D APPRENTIS;CHAMBRE DES METIERS VAUCLUSE;12  BOULEVARD SAINT ROCH;84009;AVIGNON CEDEX 1;0490806570;cfa@cm-avignon.fr;1;600;;present_enquete_sifa;18840003000030
d93;0840800N;contact@centre-forestier.org;CTR FORMATION APPRENTIS AGRIC;FORESTIERS;DOMAINE DE PIE DE GACHE;84240;LA BASTIDE DES JOURDANS;0490778001;courrier@centre-forestier.org;1;600;;present_enquete_sifa;30419999500024
a02;0840866K;accueil@greta84.fr;GRETA VAUCLUSE;LGT PHILIPPE DE GIRARD;138  ROUTE DE TARASCON;84082;AVIGNON CEDEX 2;0490131600;;;710;;nouveau;19840005300049
a02;0841022E;secretariat.direction@cfaen84.fr;CTR DE FORMATION D APPRENTIS;REGIONAL DU VAUCLUSE;100 rue ROBERT LACOSTE;84200;CARPENTRAS;0490602633;secretariat.direction@cfaen84.fr;1;600;;present_enquete_sifa;19840016000026
d93;0841035U;paca@ifriapaca.com;CTR FORMATION APPRENTIS AGRIC;IFRIA;40  RUE CLAUDE ADRIEN HELVETIUS;84911;AVIGNON CEDEX 9;0490315513;paca@ifria-apprentissage.fr;1;600;;present_enquete_sifa;41279079200011
a02;0841037W;doche.dominique@cfai84.com;CTR DE FORMATION D APPRENTIS;A.P.I.-C.F.A.I. 84;60  CHEMIN DE FONTANILLE;84911;AVIGNON CEDEX 9;0490815450;contact@cfai84.com;1;600;;present_enquete_sifa;41352152700031
a02;0841204C;;SARL PROVENCE FORMATION;ERUDIS FORMATION;95 allée Camille Claudel;84000;AVIGNON;0490821500;i.brocourt@erudis-formation.fr;;605;;nouveau;37835655400030
a02;0841205D;;ISARA;ISARA;105 rue Pierre Bayle;84000;AVIGNON;0427858687;jpmalleval@isara.fr;;605;;nouveau;77984505600059
a17;0850153E;urma85@artisanatpaysdelaloire.fr;CTR DE FORMATION D APPRENTIS;URMA-ESFORA VENDEE;24  ROND-POINT DU COTEAU;85002;LA ROCHE SUR YON CEDEX;0251365300;cfa@cm-larochesuryon.fr;1;600;;present_enquete_sifa;13002068800144
a17;0851196N;v.michaud@afpiasolfi2a.fr;CTR DE FORMATION D APPRENTIS;AFPIA SOLFI2A;Rue Alfred de Vigny;85607;MONTAIGU CEDEX;0251940831;accueil@afpiaouest.fr;1;600;;present_enquete_sifa;
a17;0851307J;;MAISON FAMILIALE RURALE;DE BOURNEZEAU;ROUTE DE LA ROCHE;85480;BOURNEZEAU;0251407119;;;380;APP;nouveau;78638426300012
a17;0851313R;;GRETA;VENDEE;29 boulevard GUITTON;85020;LA ROCHE SUR YON CEDEX;0251368782;greta.vendee@ac-nantes.fr;;710;;nouveau;19850027400040
a17;0851345A;cfamfr.vendee@mfr.asso.fr;CTR DE FORMATION D APPRENTIS;MAISONS FAMILIALES ET RURALES;119  BOULEVARD DES ETATS UNIS;85004;LA ROCHE SUR YON CEDEX;0251443775;cfamfr.vendee@mfr.asso.fr;1;600;;present_enquete_sifa;78650966100066
a17;0851372E;dominique.remaud@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;ANX.DU LYCEE NATURE;ALLÉE DES DRUIDES;85035;LA ROCHE SUR YON CEDEX;0251098272;cfa.laroche-sur-yon@educagri.fr;1;600;;present_enquete_sifa;19850144700017
a17;0851412Y;Anne.razat@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;AFORBAT 85;23  ROND-POINT DU COTEAU;85001;LA ROCHE SUR YON CEDEX;0251627070;cfabtp.larochesuryon@ccca-btp.fr;1;600;;present_enquete_sifa;35228435000035
a17;0851461B;;CENTRE DE FORMATION CONTINUE;ECOLE SUP DE L'ALTERNANCE;45 rue BENJAMIN FRANKLIN;85000;LA ROCHE SUR YON;0251622209;nbreluzeau@formations-vendee.com;;700;APP;nouveau;44904121900014
a17;0851464E;sandrine.menuet@icam.fr;CTR DE FORMATION D APPRENTIS;ICAM  VENDEE;28  BOULEVARD D'ANGLETERRE;85000;LA ROCHE SUR YON;0251477070;contact.vendee@icam.fr;1;600;;present_enquete_sifa;39473246500031
a17;0851537J;direction.cfaec85@ddec85.org;CTR DE FORMATION D APPRENTIS;ENSEIGNEMENT CATHOLIQUE 85;104 rue Pierre Brossolette;85007;LA ROCHE SUR YON CEDEX;0251370479;valerie.soulard@lycee-st-louis.com;1;600;;present_enquete_sifa;44447202100013
a17;0851570V;cfa.en85@ac-nantes.fr;CTR DE FORMATION D APPRENTIS;EDUCATION NATIONALE 85;29 boulevard GUITTON;85020;LA ROCHE SUR YON CEDEX;0251364620;cfa.en85@ac-nantes.fr;1;600;;present_enquete_sifa;19850027400024
a17;0851688Y;;ORGANISME FORMATION-CFA AFTRAL;AFTRAL LES HERBIERS;8 rue ETIENNE LENOIR;85500;LES HERBIERS;;;;605;;nouveau;
a13;0860841X;m.leonien@cfametiers86.fr;CTR DE FORMATION D'APPRENTIS;CHAMBRE METIERS ET ARTISANAT;1 rue DE CHANTEJEAU;86281;ST BENOIT CEDEX;0549622490;cfa.cm-86@ac-poitiers.fr;1;600;;present_enquete_sifa;18860004300023
a13;0860845B;nathalie.welitz@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BATIMENT BTP 86;3 rue DE CHANTEJEAU;86280;ST BENOIT;0549571466;cfabtp.poitiers@ccca-btp.fr;1;600;;present_enquete_sifa;30107533900046
a13;0860995P;npiesset@mdf86.net;CTR DE FORMATION D'APPRENTIS;CHAMBRE COMMERCE INDUSTRIE;120 rue DU PORTEAU;86012;POITIERS CEDEX;0549374473;contact@mdf86.net;1;600;;present_enquete_sifa;18860003500037
a13;0861146D;;ECOLE D ARTS APPLIQUES;DE DESIGN DE NOUVELLE-AQUITAIN;34 boulevard du Grand Cerf;86021;POITIERS CEDEX;0549619645;contact@ecole-d.com;;440;AP1;nouveau;78156464600011
d75;0861219H;cfa.vienne@educagri.fr;CTR FORMATION APPRENTIS AGRIC;;;86480;ROUILLE;0549436261;cfa.vienne@educagri.fr;1;600;;present_enquete_sifa;19860718600030
a13;0861231W;marie-charlotte.guittard@aftral.com;CTR DE FORMATION D'APPRENTIS;AFTRAL 86 TRANSPORT ET LOGISTI;94 rue DU PORTEAU;86001;POITIERS CEDEX;0549882368;chantal.sauzet@aftral.com;1;600;;present_enquete_sifa;77569201500107
a13;0861252U;;CENTRE DE PLEIN AIR;SERVICE FORMATION;;86390;LATHUS ST REMY;0549918330;formation@cpa-lathus.asso.fr;;700;APP;nouveau;33132050700014
a13;0861253V;cberges@mdf86.net;CTR DE FORMATION D'APPRENTIS;CFAI POITOU-CHARENTES;120 rue  DU PORTEAU;86012;POITIERS CEDEX;0549374487;contact@fi-pc.fr;1;600;;present_enquete_sifa;33811430900010
a13;0861294P;;INST SUP FORM ALTRNCE CONTINUE;INST SUP FORM ALTRNCE CONTINUE;17 rue ALBIN HALLER;86000;POITIERS;0549603930;isfac86@isfac.fr;;440;AP1;nouveau;49098556100011
a13;0861360L;s.divet@isaac-etoile.fr;CTR DE FORMATION D APPRENTIS;LY PRIVE ISAAC DE L'ETOILE;62  RUE DU PORTEAU;86001;POITIERS CEDEX;0549503400;ce.0860789R@ac-poitiers.fr;1;600;;present_enquete_sifa;
a13;0861416X;cfa@cfa-esrpc.fr;CTR DE FORMATION D APPRENTIS;SUP NOUVELLE AQUITAINE;2  RUE PIERRE BROUSSE;86022;POITIERS CEDEX;0549454460;;1;600;;present_enquete_sifa;13001762700014
a13;0861419A;dominique.masseteau@ac-poitiers.fr;CTR DE FORMATION D APPRENTIS;ACADÉMIQUE;8 rue EVARISTE GALOIS;86130;JAUNAY MARIGNY;;;1;600;;present_enquete_sifa;18860907700055
d75;0861423E;cfapoitoucharentes@mfr.asso.fr;CTR REGIONAL DES MFR;;2137 ROUTE DE CHAUVIGNY;86550;MIGNALOUX BEAUVOIR;0549033028;cfapoitoucharentes@mfr.asso.fr;1;600;;present_enquete_sifa;33298701500028
a13;0861437V;;ECOLE SUPERIEURE PRIVEE;IDAIC ECOLE DES METIERS  COMME;17  RUE ALBIN HALLER;86000;POITIERS;0549609797;poitiers@idaic.com;;440;AP1;nouveau;53292801700000
a13;0861445D;;ETABLISSEMENT TECHNIQUE PRIVE;FB FORMATION ESTHETIQUE;10 rue Sainte Opportune;86000;POITIERS;0549138073;contact@fb-formation-esthe.fr;;320;APP;nouveau;82283971800019
a22;0870606L;espacegalien87@wanadoo.fr;CTR DE FORMATION D APPRENTIS;CFA ESPACE GALIEN 87;40 rue DU MAS LOUBIER;87000;LIMOGES;0555796378;espacegalien87@wanadoo.fr;1;600;;present_enquete_sifa;77807089600023
a22;0870767L;cfai.turgot@ac-limoges.fr;UFAI TURGOT;UFAI TURGOT;6 rue PAUL DERIGNAC;87001;LIMOGES CEDEX 1;0555123123;;1;620;;present_enquete_sifa;19870056900025
a22;0870773T;fcocca@cfa-lemoulinrabaud.com;CTR DE FORMATION D APPRENTIS;CHAMBRE DES METIERS HTE VIENNE;Rue DE SAINT GENCE;87051;LIMOGES CEDEX 2;0555793646;cfamrdir@wanadoo.fr;1;600;;present_enquete_sifa;18870802800025
d75;0870875D;;MAISON FAMILIALE RURALE;DE BEYNAC;10 RUE CROIX DES COMBES;87700;BEYNAC;0555702192;;;380;APP;nouveau;77802871200025
a22;0870913V;;ECOLE SECONDAIRE PROF.PRIVEE;ESTHETIQUE COSMETIQUE;2 BIS RUE GUSTAVE NADAUD;87000;LIMOGES;0555772158;;;320;APP;nouveau;31996000100018
a22;0870923F;;GRETA DU LIMOUSIN;LIMOGES;6 rue PAUL DERIGNAC;87004;LIMOGES CEDEX 1;0555123100;ce.greta87@ac-limoges.fr;;710;;nouveau;19870056900041
d75;0870974L;marie-laure.cluzeau@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;CFA DE LA HAUTE VIENNE;;87430;VERNEUIL SUR VIENNE;0555484409;cfa.haute-vienne@educagri.fr;1;600;;present_enquete_sifa;19870581600025
a22;0870987A;cfabat.limoges@ccca-btp.fr;CFA BATIMENT LIMOGES;;104 rue DE SAINT GENCE;87001;LIMOGES CEDEX 1;0555797533;cfabat.limoges@ccca-btp.fr;1;600;;present_enquete_sifa;33080235600015
a22;0875017F;cfasup@unilim.fr;CENTRE FORMATION D'APPRENTIS;ENS SUPERIEUR REGION LIMOUSIN;83 rue D ISLE;87000;LIMOGES;0555436943;cfasup@unilim.fr;1;600;;present_enquete_sifa;
a22;0875030V;cfaceramique@gmail.com;CFA CERAMIQUE;LIMOGES;9  RUE JB SAY;87000;LIMOGES;;;1;600;;present_enquete_sifa;48391194700016
a22;0875036B;secret.irfe@irfe87.com;INSTITUT REGIONAL DE FORMATION;D'EDUCATEURS;Rue DU BUISSON;87170;ISLE;0555014052;irfe87@fr.oleane.com;0;600;;present_non_enquete_sifa;
a22;0875057Z;;POLE COIFFURE BIEN ETRE;POLE COIFFURE BIEN ETRE;26 BIS RUE FERDINAND BUISSON;87000;LIMOGES;0555796641;nexondelphine@orange.fr;;320;APP;nouveau;40997993700011
a22;0875084D;cfaacademiquedulimousin@ac-limoges.fr;CTR DE FORMATION D'APPRENTIS;ACADEMIE DE LIMOGES;13 rue FRANCOIS CHENIEUX;87001;LIMOGES CEDEX 1;;;1;600;;present_enquete_sifa;18873703500025
a22;0875094P;;ORGANISME FORMATION-CFA;APPRENDRE ET SE FORMER EN TRAN;Avenue JEAN GIRAUDOUX;87410;LE PALAIS SUR VIENNE;;;;605;;nouveau;30540504501031
a22;0875095R;;ORGANISME FORMATION CFA;ALTERNANCE LIMOUSIN LIMOGES;8 rue EMILE ZOLA;87100;LIMOGES;;;;605;;nouveau;
a22;0875097T;;ORGANISATION FORMATION-CFA;AFORMAC LIMOGES;24 rue DONZELOT;87000;LIMOGES;0555777589;aformac87@aformac.fr;;605;;nouveau;32396166400246
a12;0880101G;;LYCEE GEN.ET TECHNOL.PRIVE;NOTRE DAME - SAINT JOSEPH;23 rue THIERS;88012;EPINAL CEDEX;0329644343;ce.0880101G@ac-nancy-metz.fr;;300;AP1;nouveau;48398606300012
a12;0881104X;d.todorovic@cfa-epinal.net;CTR DE FORMATION D APPRENTIS;POLE DES METIERS;16 avenue DUTAC;88000;EPINAL;0329692188;contact@cfa-epinal.net;1;600;;present_enquete_sifa;18882204300025
a12;0881108B;Laurence.rigaudie@ac-nancy-metz.fr;CTR DE FORMATION D APPRENTIS;HOTELIER;Boulevard d'Alsace;88407;GERARDMER CEDEX;0329633770;ce.0881108@ac-nancy-metz.fr;1;600;;present_enquete_sifa;19880032800041
a12;0881269B;cfabtp.arches@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BATIMENT TRAV.PUBLIC DES VOSGE;30 rue de la Gare;88380;ARCHES;0329327229;cfabtp.arches@ccca-btp.fr;1;600;;present_enquete_sifa;78343995300036
a12;0881493V;isabelle.lesueur@cfa-papetier.com;CTR DE FORMATION D APPRENTIS;PAPETIER;12 rue GERARD D'ALSACE;88402;GERARDMER CEDEX;0329632203;ce.0881493@ac-nancy-metz.fr;1;600;;present_enquete_sifa;78334443500038
a12;0881529J;;GPT ETS POUR LA FORM CONTINUE;LORRAINE SUD;13 rue de l'Epinette;88201;REMIREMONT CEDEX;0329625356;greta-lorraine-sud@ac-nancy-metz.fr;;710;;nouveau;19880153200047
a12;0881530K;;LYCEE PROFESSIONNEL PRIVE;NOTRE DAME - SAINT JOSEPH;23 rue THIERS;88012;EPINAL CEDEX;0329644343;ce.0881530K@ac-nancy-metz.fr;;320;APP;nouveau;48398606300012
d44;0881578M;i.cuny@ehproville.com;CTR FORMATION APPRENTIS AGRIC.;CFA HORTICULTURE ET DE PAYSAGE;28 RUE DU CHENE;88700;ROVILLE AUX CHENES;0329651104;;1;600;;present_enquete_sifa;
d44;0881579N;cfa.vosges@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;CFA AGR MIRECOURT;22 AVENUE DU DR GROSJEAN;88500;MIRECOURT;0329378097;;1;600;;present_enquete_sifa;
a12;0881672P;cfa@vosges.cci.fr;CTR DE FORMATION D APPRENTIS;METIERS DE LA PLASTURGIE;467 rue GRANDS PRES;88100;STE MARGUERITE;0329568072;ce.0881672@ac-nancy-metz.fr;1;600;;present_enquete_sifa;18882211800017
a12;0881719R;sandra.hatri@ac-nancy-metz.fr;CTR DE FORMATION D APPRENTIS;METIERS DE LA PISCINE;44 rue DU CHESNOIS;88240;LA VOGE LES BAINS;0329666780;ce.0881719@ac-nancy-metz.fr;1;600;;present_enquete_sifa;19880001300023
a12;0881745U;pascal-michel.villemin@ac-nancy-metz.fr;CTR DE FORMATION D APPRENTIS;PATRIMOINE ARCHI.- ARTS PIERRE;2 rue DU PARMONT;88200;REMIREMONT;0329620484;ce.0881140@ac-nancy-metz.fr;1;600;;present_enquete_sifa;19881140800022
a12;0881755E;ce.0881755e@ac-nancy-metz.fr;CTR DE FORMATION D APPRENTIS;TRANSFORMATION DU BOIS;13  RUE L'EPINETTE;88204;REMIREMONT CEDEX;;;1;600;;present_enquete_sifa;19880153200039
a12;0881760K;virginie.spilmont@afpia-estnord.fr;CTR DE FORMATION D APPRENTIS;CFA AFPIA EST-NORD;2 rue du 8 Mai 1945;88350;LIFFOL LE GRAND;0329066060;contact@afpia-estnord.fr;1;600;;present_enquete_sifa;45166962600017
a07;0890965R;martine.guerillot@ccca-btp.fr;BATIMENT CFA;YONNE;69 RUE DU MOULIN DU PRESIDENT;89000;AUXERRE;0386469680;cfabtp.auxerre@ccca-btp.fr;1;600;;present_enquete_sifa;77864848500010
a07;0890992V;delphine.piazzon@cifayonne.com;CFA;INTERPROFESSIONNEL;3 RUE JEAN BERTIN;89003;AUXERRE CEDEX;0386420355;accueil@cifayonne.com;1;600;;present_enquete_sifa;30391595300028
a07;0891041Y;;MAISON FAMILIALE RURALE;DE GRON;24  RUE HAUTE;89100;GRON;0386648282;;;380;APP;nouveau;77866645300015
a07;0891076L;;GRETA 89;LPO JOSEPH FOURRIER;44 boulevard LYAUTEY;89010;AUXERRE CEDEX;0386721040;ce.greta.auxerre@ac-dijon.fr;;710;;nouveau;19890005200020
a07;0891132X;cfa.yonne@educagri.fr;CFA;AGRICOLE;3 ROUTE DE CHAMPCEVRAIS;89350;CHAMPIGNELLES;0386451523;cfa.yonne@educagri.fr;1;600;;present_enquete_sifa;19890045800029
a07;0891185E;v.riguet@pole-formation.net;POLE FORMATION DES INDUSTRIES;BOURGOGNE 58-89;6 ROUTE DE MONETEAU;89005;AUXERRE CEDEX;0386492600;cfaindustrie589@pole-formation.net;1;600;;present_enquete_sifa;35250115900011
a07;0891251B;;CFA REGIONAL;COMPAGNONS DEVOIR TOUR DE F.;6 rue ST PELERIN;89000;AUXERRE;0386720186;compagnonsauxerre@compagnons-du-devoir.com;0;600;;present_non_enquete_sifa;
a03;0900239W;cfa@mairie-belfort.fr;CTR DE FORMATION D APPRENTIS;MUNICIPAL JACKIE DROUET;2 rue RENE CASSIN ZA JUSTICE;90000;BELFORT;0370048080;cfa@mairie-belfort.fr;1;600;;present_enquete_sifa;21900010600175
d43;0900378X;cfa.valdoie@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;DU TERRITOIRE DE BELFORT;95 RUE DU TURENNE;90300;VALDOIE;0384584961;cfa.valdoie@educagri.fr;1;600;;present_enquete_sifa;19900246000038
a03;0900460L;;IMT BELFORT;;6 rue du Rhône;90000;BELFORT;0384221389;hb.imt@homneo.fr;;605;;nouveau;48953429700069
a25;0911333E;;CTR DE FORMATION D APPRENTIS;BTP CFA;5 rue Albert Camus;91220;BRETIGNY SUR ORGE;0160843927;christel.blaise@ccca-btp.fr;1;600;;present_enquete_sifa;77566214100099
a25;0912003H;;CTR DE FORMATION D APPRENTIS;AFIA INFORMATIQUE;14 rue René Cassin;91300;MASSY;0169153512;contact@cfa-afia.org;1;600;;present_enquete_sifa;39108721000012
a25;0912021C;;CTR DE FORMATION D APPRENTIS;UNION;UNIVERSITE PARIS SUD;91400;ORSAY;0169338645;cfa-union@u-psud.fr;1;600;;present_enquete_sifa;
a25;0912098L;;CTR DE FORMATION D APPRENTIS;MFR MOULIN DE LA PLANCHE;45 ROUTE D'ARTONDU;91150;ORMOY LA RIVIERE;0164945898;maison-familiale-cfa@wanadoo.fr;1;600;;present_enquete_sifa;
a25;0912119J;;CTR DE FORMATION D APPRENTIS;EVE;48 cours Blaise Pascal;91025;EVRY CEDEX;0160795400;cfa@cfa-eve.fr;1;600;;present_enquete_sifa;
a25;0912125R;;CTR DE FORMATION D APPRENTIS;SUP OPTIQUE;AVENUE AUGUSTIN FRESNEL;91127;PALAISEAU CEDEX;0164533180;dg@institutoptique.fr;1;600;;present_enquete_sifa;
