"id_libelle_diplome";"formation_diplome";"libelle_diplome";"abreviation_diplome";"libelle_long";"niveau";"fm";"archive"
"4165";"56T23304";"TH5-T PLAQUISTE PLATRIER";"TH5-T";"PLAQUISTE PLATRIER (TP)";"5";"0";"0"
"4166";"56T23305";"TH5-T CARRELEUR";"TH5-T";"CARRELEUR (TP)";"5";"0";"0"
"4167";"56T23306";"TH5-T FACADIER PEINTRE";"TH5-T";"FACADIER-PEINTRE (TP)";"5";"0";"0"
"4168";"56T23402";"TH5-T CHARPENTIER BOIS";"TH5-T";"CHARPENTIER BOIS (TP 3 OPTIONS)";"5";"0";"0"
"4169";"56T23403";"TH5-T MONTEUR CONSTRUCTION BOIS";"TH5-T";"MONTEUR EN CONSTRUCTION BOIS (TP)";"5";"0";"0"
"4170";"56T23406";"TH5-T MENUISIER POSEUR INSTALLATEUR";"TH5-T";"MENUISIER POSEUR INSTALLATEUR (TP)";"5";"0";"0"
"4171";"56T23407";"TH5-T MENUISIER FABRICATION BOIS DERIV";"TH5-T";"MENUISIER DE FABRICATION BOIS ET DERIVES (TP)";"5";"0";"0"
"4172";"56T2340A";"TH5-T VERNISSEUR SUR BOIS";"TH5-T";"FINISSEUR VERNISSEUR SUR BOIS (TP)";"5";"0";"0"
"4173";"56T24201";"TH5-T COUTURIER ATELIER MODE LUXE";"TH5-T";"COUTURIER EN ATELIER DE MODE ET LUXE (TP)";"5";"0";"0"
"4174";"56T24301";"TH5-T PIQUEUR EN MAROQUINERIE";"TH5-T";"PIQUEUR EN MAROQUINERIE (TP)";"5";"0";"0"
"4175";"56T25001";"TH5-T ENETRICIEN MAINTCE SYSTM AUTOMATI";"TH5-T";"ELECTRICIEN DE MAINTENANCE DES SYSTEMES AUTOMATISES (TP)";"5";"0";"0"
"4176";"56T25002";"TH-5 ELECTROMECANICIEN MAINTENANCE IND";"TH-5";"ELECTROMECANICIEN DE MAINTENANCE INDUSTRIELLE (TP)";"5";"0";"0"
"4177";"56T25101";"TH5-T FRAISEUR SUR MACHINES CONVENTIONL";"TH5-T";"FRAISEUR(EUSE) SUR MACHINE CONVENTIONNELLES ET A COMMANDE NUMERIQUES (TP)";"5";"0";"0"
"4178";"56T25102";"TH5-T TOURNEUR SUR MACHINES CONVENTIONL";"TH5-T";"TOURNEUR(EUSE) SUR MACHINES CONVENTIONNELLES ET A COMMANDES NUMERIQUES (TP)";"5";"0";"0"
"4179";"56T25103";"TH5-T AGENT(E) FABRICATION INDUSTRIELLE";"TH5-T";"AGENT(E) DE FABRICATION INDUSTRIELLE (TP)";"5";"0";"0"
"4180";"56T25104";"TH5-T OPERATEUR REGLEUR USINAGE EN CN";"TH5-T";"OPERATEUR(TRICE) REGLEUR(EUSE) D'USINAGE EN COMMANDE NUMERIQUE (TP)";"5";"0";"0"
"4181";"56T25105";"TH5-T CONDUCTEUR INSTALL MACHINES AUTOM";"TH5-T";"CONDUCTEUR(TRICE) D'INSTALLATIONS ET DE MACHINES AUTOMATISEES (TP)";"5";"0";"0"
"4182";"56T25106";"TH5-T MONT QUALIF EQUIPTS INDUSTRIELS";"TH5-T";"MONTEUR(EUSE) QUALIFIE(E) D'EQUIPEMENTS INDUSTRIELS (TP)";"5";"0";"0"
"4183";"56T25301";"TH5-T MONTEUR STRUCT AERON METAL COMPOS";"TH5-T";"MONTEUR(EUSE) DE STRUCTURES AERONAUTIQUES METALLIQUES ET COMPOSITES (TP)";"5";"0";"0"
"4184";"56T25401";"TH5-T SOUDEUR";"TH5-T";"SOUDEUR (SE) (TP)";"5";"0";"0"
"4185";"56T25402";"TH5-T TUYAUTEUR INDUSTRIEL";"TH5-T";"TUYAUTEUR(SE) INDUSTRIEL(E) (TP)";"5";"0";"0"
"4186";"56T25403";"TH5-T MENUISIER ALUMINIUM";"TH5-T";"MENUISIER ALUMINIUM (TP)";"5";"0";"0"
"4187";"56T25404";"TH5-T METALLIER";"TH5-T";"METALLIER (TP)";"5";"0";"0"
"4188";"56T25501";"TH5-T TP INSTAL RESEAUX CABLES DE COM";"TH5-T";"INSTALLATEUR DE RESEAUX CABLES DE COMMUNICATION (TP)";"5";"0";"0"
"4189";"56T25502";"TH5-T TP INSTALLATEUR ANTENNISTE";"TH5-T";"INSTALLATEUR ANTENNISTE (TP)";"5";"0";"0"
"4190";"56T25503";"TH5-T MONTEUR RSX ELECTRIQ AERO SOUTERR";"TH5-T";"MONTEUR DE RESEAUX ELECTRIQUES AERO-SOUTERRAINS (TP)";"5";"0";"0"
"4191";"56T25504";"TH5-T AGENT MONTAGE CABLAGE ELECTRONIQU";"TH5-T";"AGENT DE MONTAGE ET DE CABLAGE EN ELECTRONIQUE (TP)";"5";"0";"0"
"4192";"56T25506";"TH5-T ELECTRICIEN D'EQUIPEMENT BATIMENT";"TH5-T";"ELECTRICIEN D'EQUIPEMENT DU BATIMENT (TP)";"5";"0";"0"
"4193";"56T31101";"TH5-T TRANS MARCHAND TS VEHICULES";"TH5-T";"CONDUCTEUR DU TRANSPORT ROUTIER MARCHANDISES SUR TOUS VEHICULES (TP)";"5";"0";"0"
"4194";"56T31102";"TH5-T TRANS MARCHAND PORTEUR";"TH5-T";"CONDUCTEUR DU TRANSPORT ROUTIER MARCHANDISES SUR PORTEUR (TP)";"5";"0";"0"
"4195";"56T31103";"TH5-T PREPARATEUR COMMANDES EN ENTREPOT";"TH5-T";"PREPARATEUR(TRICE) DE COMMANDES EN ENTREPOT (TP)";"5";"0";"0"
"4196";"56T31104";"TH5-T AGENT MAGASINIER";"TH5-T";"AGENT(E) MAGASINIER (ERE) (TP)";"5";"0";"0"
"4197";"56T31105";"TH5-T CARISTE D'ENTREPOT";"TH5-T";"CARISTE D'ENTREPOT (TP)";"5";"0";"0"
"4198";"56T31106";"TH5-T CONDUCT LIVREUR VEHICULE UTIL LEG";"TH5-T";"CONDUCTEUR(TRICE) LIVREUR(SE) SUR VEHICULE UTILITAIRE LEGER (TP)";"5";"0";"0"
"4199";"56T31107";"TH5-T CONDUCT TRANSPT EN COMM SUR ROUTE";"TH5-T";"CONDUCTEUR DE TRANSPORT EN COMMUN SUR ROUTE (TP)";"5";"0";"0"
"4200";"56T3110A";"TH5-T CONDUCTEUR ROUTIER VOYAGEURS";"TH5-T";"CONDUCTEUR(TRICE) DU TRANSPORT ROUTIER INTERURBAIN DE VOYAGEURS (TP)";"5";"0";"0"
"4201";"56T3110C";"TH5-T CONDUCTEUR LIVREUR VEHICULE LEGER";"TH5-T";"CONDUCTEUR LIVREUR SUR VEHICULE UTILITAIRE LEGER (TP)";"5";"0";"0"
"4202";"56T31201";"TH5-T EMPLOYE CCIAL MAGASIN";"TH5-T";"EMPLOYE(E) COMMERCIAL(E) EN MAGASIN (TP)";"5";"0";"0"
"4203";"56T32401";"TH5-T AGENT ADMINISTRATIF";"TH5-T";"AGENT ADMINISTRATIF (TP)";"5";"0";"0"
"4204";"56T32402";"TH5-T EMPLOYE ADMINISTRATIF D'ACCUEIL";"TH5-T";"EMPLOYE(E) ADMINISTRATIF ET D'ACCUEIL (TP)";"5";"0";"0"
"4205";"56T33001";"TH5-T ASSISTANT VIE FAMILLES";"TH5-T";"ASSISTANT(E) DE VIE AUX FAMILLES (TP)";"5";"0";"0"
"4206";"56T33101";"TH5-T AGENT TECH PROTHESISTE ORTHESISTE";"TH5-T";"AGENT TECHNIQUE PROTHESISTE ET ORTHESISTE (TP)";"5";"0";"0"
"4207";"56T33102";"TH5-T AUXILIAIRE EN PROTHESE DENTAIRE";"TH5-T";"AUXILIAIRE EN PROTHESE DENTAIRE (TP)";"5";"0";"0"
"4208";"56T33201";"TH5-T AGENT MEDIATION INFO SERVICES";"TH5-T";"AGENT DE MEDIATION EN INFORMATION ET SERVICES (TP)";"5";"0";"0"
"4209";"56T33401";"TH5-T AGENT ACCUEIL TOURISTIQUE";"TH5-T";"AGENT(E) D'ACCUEIL TOURISTIQUE (TP)";"5";"0";"0"
"4210";"56T33402";"TH5-T SERVEUR";"TH5-T";"SERVEUR (SE) EN RESTAURATION (TP)";"5";"0";"0"
"4211";"56T3340A";"TH5-T AGENT DE RESTAURATION";"TH5-T";"AGENT(E) DE RESTAURATION (TP)";"5";"0";"0"
"4212";"56T34301";"TH5-T AGENT PROPRETE HYGIENE";"TH5-T";"AGENT DE PROPRETE ET D'HYGIENE (TP)";"5";"0";"0"
"4213";"56T34302";"TH5-T AGENT TECHNIQ DE DECHETERIE";"TH5-T";"AGENT TECHNIQUE DE DECHETERIE (TP)";"5";"0";"0"
"4214";"56T34401";"TH5-T AGENT SURETE SECURITE PRIVEE";"TH5-T";"AGENT(E) DE SURETE ET DE SECURITE PRIVEE (TP)";"5";"0";"0"
"4215";"56X22101";"TH5-X PIZZAIOLO/PIZZAIOLA";"TH5-X";"PIZZAIOLO/PIZZAIOLA (INSTITUT DE LA CUISINE ITALIENNE - ECOLE FRANCAISE DE PIZZAIOLO)";"5";"0";"0"
"4216";"56X22102";"TH5-X OP TRANSFORMATION IND ALIMENTAIRE";"TH5-X";"OPERATEUR DE TRANSFORMATION EN INDUSTRIE ALIMENTAIRE (IFRIA BRETAGNE)";"5";"0";"0"
"4217";"56X23001";"TH5-X DESSINATEUR PROJETEUR BIM";"TH5-X";"DESSINATEUR PROJETEUR BIM (FCMB)";"5";"0";"0"
"4218";"56X25501";"TH5-X MONT INSTAL RSX TRS HT DEBIT";"TH5-X";"MONTEUR(EUSE) INSTALLATEUR(TRICE) DE RESEAUX TRES HAUT DEBIT (CCI FRANCE - RESEAUX TRES HAUT DEBIT)";"5";"0";"0"
"4219";"56X25502";"TH5-X CABL RECCORD RSX FIBRE OPTIQ FTTH";"TH5-X";"CABLEUR(EUSE) - RACCORDEUR(EUSE) DE RESEAUX FIBRE OPRTIQUE ET FTTH (INNOVANCE)";"5";"0";"0"
"4220";"56X31201";"TH5-X CONSEILLER CCIAL GESTION DS LIEUX";"TH5-X";"CONSEILLER COMMERCIAL ET GESTIONNAIRE DES LIEUX (RATP)";"5";"0";"0"
"4221";"56X32501";"TH5-X AUXILIAIRE DE BIBLIOTHEQUE";"TH5-X";"AUXILIAIRE DE BIBLIOTHEQUE (ABF)";"5";"0";"0"
"4222";"56X34401";"TH5-X AGENT PREVENTION SURETE SECURITE";"TH5-X";"AGENT(E) DE PREVENTION DE SURETE ET DE SECURITE (EEIE-EESP)";"5";"0";"0"
"4223";"56X34402";"TH5-X AGENT PREVENTION ET DE SECURITE";"TH5-X";"AGENT DE PREVENTION ET DE SECURITE (FORMAPLUS 3B)";"5";"0";"0"
"4224";"56Z10999";"TH5 FORMATIONS GENERALES";"TH5";"FORMATIONS GENERALES (TH5)";"5";"0";"0"
"4225";"56Z11999";"TH5 MATHEMATIQUES ET SCIENCES";"TH5";"MATHEMATIQUES ET SCIENCES (TH5)";"5";"0";"0"
"4226";"56Z12999";"TH5 SCIENCES HUMAINES ET DROIT";"TH5";"SCIENCES HUMAINES ET DROIT (TH5)";"5";"0";"0"
"4227";"56Z13999";"TH5 LETTRES ET ARTS";"TH5";"LETTRES ET ARTS (TH5)";"5";"0";"0"
"4228";"56Z20999";"TH5 SPE.PLURI-TECHNO DE PRODUCTION";"TH5";"SPECIALITES PLURI-TECHNO DE PRODUCTION (TH5)";"5";"0";"0"
"4229";"56Z21999";"TH5 AGRICULTURE, PECHE, FORET";"TH5";"AGRICULT. PECHE FORET ET ESPACES VERTS (TH5)";"5";"0";"0"
"4230";"56Z22999";"TH5 TRANSFORMATIONS";"TH5";"TRANSFORMATIONS (TH5)";"5";"0";"0"
"4231";"56Z23999";"TH5 GENIE CIVIL CONSTRUCTION ET BOIS";"TH5";"GENIE CIVIL CONSTRUCTION ET BOIS (TH5)";"5";"0";"0"
"4232";"56Z24999";"TH5 MATERIAUX SOUPLES";"TH5";"MATERIAUX SOUPLES (TH5)";"5";"0";"0"
"4233";"56Z25999";"TH5 MECANIQUE ELECTRICITE ELECTRON.";"TH5";"MECANIQUE ELECTRICITE ELECTRONIQUE (TH5)";"5";"0";"0"
"4234";"56Z30999";"TH5 SPEC.PLURIV. DES SERVICES";"TH5";"SPECIALITES PLURIVALENTES DES SERVICES (TH5)";"5";"0";"0"
"4235";"56Z31999";"TH5 ECHANGES ET GESTION";"TH5";"ECHANGES ET GESTION (TH5)";"5";"0";"0"
"4236";"56Z32999";"TH5 COMMUNICATION ET INFORMATION";"TH5";"COMMUNICATION ET INFORMATION (TH5)";"5";"0";"0"
"4237";"56Z33999";"TH5 SERVICES AUX PERSONNES";"TH5";"SERVICES AUX PERSONNES (TH5)";"5";"0";"0"
"4238";"56Z34999";"TH5 SERVICES A LA COLLECTIVITE";"TH5";"SERVICES A LA COLLECTIVITE (TH5)";"5";"0";"0"
"4239";"58199901";"FCND_5 FORM COMP NON DIP HORS MLDS NIV 5";"FCND_5";"FORMATION COMPLEMENTAIRE NON DIPLOMANTE HORS MLDS POST NIVEAU V";"5";"0";"0"
"4240";"59941001";"APF MLDS ACCOMP. PARCOURS FORMATION MLDS";"APF MLDS";"ACCOMPAGNEMENT PARCOURS DE FORMATION MLDS";"5";"0";"0"
"4241";"59941002";"PAFI PARCOURS AMENAGE FORMAT. INITIALE";"PAFI";"PARCOURS AMENAGE DE LA FORMATION INITIALE";"5";"0";"0"
"4242";"61010005";"1CYC.TECHN TECHNO : AGRICOLE";"1CYC.TECHN";"TECHNOLOGIQUE  : AGRICOLE";"6";"0";"0"
"4243";"61099999";"1CYC.TECHN TECHNO SPEC.NON PRECISEE";"1CYC.TECHN";"TECHNO SPECIALITE NON PRECISEE";"6";"0";"0"
"4244";"63021999";"CPA DO21 : AGRICULTURE, PECHE, FORET";"CPA";"DO21 : AGRICULTURE, PECHE, FORET (CPA)";"6";"0";"0"
"4245";"63099999";"CPA SPECIALITE NON SPECIFIEE";"CPA";"SPECIALITE NON SPECIFIEE (CPA)";"6";"0";"0"
"4246";"67010001";"1E CYC.GEN 5EME ET 4EME";"1E CYC.GEN";"5EME ET 4EME";"6";"0";"0"
"4247";"67010002";"1E CYC.GEN MUSIQUE";"1E CYC.GEN";"MUSIQUE";"6";"0";"0"
"4248";"67010012";"1E CYC.GEN 6EME";"1E CYC.GEN";"6EME";"6";"0";"1"
"4249";"67010015";"1E CYC.GEN CLASSE RELAIS";"1E CYC.GEN";"CLASSE RELAIS";"6";"0";"0"
"4250";"67010019";"1E CYC.GEN 3EME";"1E CYC.GEN";"3EME";"6";"0";"0"
"4251";"67010020";"1E CYC.GEN ATELIER RELAIS";"1E CYC.GEN";"ATELIER RELAIS";"6";"0";"0"
"4252";"67010021";"1E CYC.GEN ENSEIGNEMENT AGRICOLE";"1E CYC.GEN";"ENSEIGNEMENT AGRICOLE";"6";"0";"0"
"4253";"67010022";"1E CYC.GEN DANSE";"1E CYC.GEN";"DANSE";"6";"0";"0"
"4254";"67010023";"1E CYC.GEN THEATRE";"1E CYC.GEN";"THEATRE";"6";"0";"0"
"4255";"67010027";"1E CYC.GEN 6EME BILANGUE";"1E CYC.GEN";"6EME BILANGUE";"6";"0";"1"
"4256";"67010028";"1E CYC.GEN 6EME BILANGUE DANSE";"1E CYC.GEN";"6EME BILANGUE DANSE";"6";"0";"1"
"4257";"67010029";"1E CYC.GEN 6EME BILANGUE MUSIQUE";"1E CYC.GEN";"6EME BILANGUE MUSIQUE";"6";"0";"1"
"4258";"67010030";"1E CYC.GEN 6EME BILANGUE THEATRE";"1E CYC.GEN";"6EME BILANGUE THEATRE";"6";"0";"1"
"4259";"67010031";"1E CYC.GEN 3EME PREPA-METIERS";"1E CYC.GEN";"3EME PREPA-METIERS";"6";"0";"0"
"4260";"67099999";"1E CYC.GEN SPECIALITE NON PRECISEE";"1E CYC.GEN";"SPECIALITE NON PRECISEE";"6";"0";"0"
"4261";"67110003";"DNB SERIE PROFESSIONNELLE (DNB)";"DNB";"SERIE PROFESSIONNELLE (DNB)";"6";"0";"0"
"4262";"67110004";"DNB SERIE GENERALE (DNB)";"DNB";"SERIE GENERALE (DNB)";"6";"0";"0"
"4263";"67210001";"CFG CERTIFICAT DE FORMATION GENERALE";"CFG";"CERTIFICAT DE FORMATION GENERALE";"6";"0";"0"
"4264";"69010002";"ENS ADAPTE SEGPA";"ENS ADAPTE";"SECTIONS D'ENSEIGNEMENT GENERAL ET PROFESSIONNEL ADAPTE";"6";"0";"0"
"4265";"69999999";"AUT.1E CYC FORMATION NON SPECIFIEE";"AUT.1E CYC";"FORMATION NON SPECIFIEE";"6";"0";"0"
"4266";"70010001";"1ER DEGRE ENSEIGNEMENT PREELEMENTAIRE";"1ER DEGRE";"ENSEIGNEMENT PREELEMENTAIRE";"7";"0";"0"
"4267";"70010002";"1ER DEGRE ENSEIGNEMENT ELEMENTAIRE CP A CM2";"1ER DEGRE";"ENSEIGNEMENT ELEMENTAIRE CP A CM2";"7";"0";"0"
"4268";"70010003";"1ER DEGRE PREMIER DEGRE UPE2A";"1ER DEGRE";"PREMIER DEGRE : UNITE PEDAGOGIQUE POUR ELEVES ALLOPHONES ARRIVANTS";"7";"0";"0"
"4269";"70010005";"1ER DEGRE 1ER DEGRE : ENSEIGNEMENT SPECIAL";"1ER DEGRE";"1ER DEGRE : ENSEIGNEMENT SPECIAL";"7";"0";"0"
"4270";"90099901";"ASSR1 ATT SCO SECURITE ROUTIERE 1ER NIV";"ASSR1";"Attestation scolaire de sécurité routière de premier niveau";"9";"0";"0"
"4271";"90099902";"ASSR2 ATT SCO SECURITE ROUTIERE 2ND NIV";"ASSR2";"Attestation scolaire de sécurité routière de second niveau";"9";"0";"0"
"4272";"90099903";"ASR ATTESTATION SECURITE ROUTIERE";"ASR";"Attestation de sécurité routière";"9";"0";"0"
"4273";"90099904";"APER ATTESTATION 1ERE EDUCATION ROUTE";"APER";"Attestation de première éducation à la route";"9";"0";"0"
"4274";"90099905";"AER ATTESTATION EDUCATION ROUTE";"AER";"Attestation d'éducation à la route";"9";"0";"0"
"4275";"91199901";"PSC1 PSC NIVEAU 1";"PSC1";"PREVENTION ET SECOURS CIVIQUES NIVEAU 1";"9";"0";"1"
"4276";"91299901";"SST CERTIFICAT SST";"SST";"CERTIFICAT DE SAUVETEUR SECOURISTE DU TRAVAIL";"9";"0";"0"
"4277";"91399901";"AAPS APPRENDRE A PORTER SECOURS";"AAPS";"ATTESTATION APPRENDRE A PORTER SECOURS";"9";"0";"0"
"4278";"91399902";"AGQS ATTESTATION GESTES QUI SAUVENT";"AGQS";"ATTESTATION GESTES QUI SAUVENT";"9";"0";"0"
"4279";"91499901";"PRAP PREVENT.RISQUES ACTIVITE PHYSIQUE";"PRAP";"CERTIFICATION PREVENTION DES RISQUES LIES A L'ACTIVITE PHYSIQUE";"9";"0";"1"
"4280";"92099901";"B2I B2I ECOLE";"B2I";"BREVET INFORMATIQUE ET INTERNET ECOLE";"9";"0";"0"
"4281";"92099902";"B2I B2I COLLEGE";"B2I";"BREVET INFORMATIQUE ET INTERNET COLLEGE";"9";"0";"0"
"4282";"92099903";"B2I B2I LYCEE";"B2I";"BREVET INFORMATIQUE ET INTERNET LYCEE";"9";"0";"0"
"4283";"92199901";"C2I C2I NIVEAU 1";"C2I";"CERTIFICAT INFORMATIQUE ET INTERNET NIVEAU 1";"9";"0";"0"
"4284";"93013601";"CER LANG A1 INTRODUCTIF OU DECOUVERTE";"CER LANG";"A1 UTILISATEUR ELEMENTAIRE NIVEAU INTRODUCTIF OU DECOUVERTE";"9";"0";"0"
"4285";"93013602";"CER LANG A2 INTERMEDIAIRE OU USUEL";"CER LANG";"A2 UTILISATEUR ELEMENTAIRE NIVEAU INTERMEDIAIRE OU USUEL";"9";"0";"0"
"4286";"93013603";"CER LANG B1 SEUIL";"CER LANG";"B1 UTILISATEUR INDEPENDANT NIVEAU SEUIL";"9";"0";"0"
"4287";"93013604";"CER LANG B2 AVANCE OU INDEPENDANT";"CER LANG";"B2 UTILISATEUR INDEPENDANT NIVEAU AVANCE OU INDEPENDANT";"9";"0";"0"
"4288";"93013605";"CER LANG C1 AUTONOME";"CER LANG";"C1 UTILISATEUR EXPERIMENTE NIVEAU AUTONOME";"9";"0";"0"
"4289";"93013606";"CER LANG C2 MAITRISE";"CER LANG";"C2 UTILISATEUR EXPERIMENTE NIVEAU MAITRISE";"9";"0";"0"
"4290";"93213601";"DELF DELF A1";"DELF";"DIPLOME D'ETUDES EN LANGUE FRANCAISE A1 UTILISATEUR ELEMENTAIRE NIVEAU INTRODUCTIF OU DECOUVERTE";"9";"0";"1"
"4291";"93213602";"DELF DELF A2";"DELF";"DIPLOME D'ETUDES EN LANGUE FRANCAISE A2 UTILISATEUR ELEMENTAIRE NIVEAU INTERMEDIAIRE OU USUEL";"9";"0";"1"
"4292";"93213603";"DELF DELF B1";"DELF";"DIPLOME D'ETUDES EN LANGUE FRANCAISE B1 UTILISATEUR INDEPENDANT NIVEAU SEUIL";"9";"0";"1"
"4293";"93213604";"DELF DELF B2";"DELF";"DIPLOME D'ETUDES EN LANGUE FRANCAISE B2 UTILISATEUR INDEPENDANT NIVEAU AVANCE OU INDEPENDANT";"9";"0";"1"
"4294";"93313101";"DILF DILF A1.1";"DILF";"DIPLÔME INITIAL DE LANGUE FRANCAISE A1.1 UTILISATEUR ELEMENTAIRE NIVEAU INTRODUCTIF OU DECOUVERTE";"9";"0";"1"
"4295";"96099901";"BIA BREVET INITIATION AERONAUTIQUE";"BIA";"BREVET D'INITIATION AERONAUTIQUE";"9";"0";"0"
"4296";"96299901";"ASANA ATTESTATION SAVOIR-NAGER";"ASANA";"ATTESTATION SAVOIR-NAGER";"9";"0";"0"
"4297";"96299903";"CEDAQ CERTIFICAT D'AISANCE AQUATIQUE";"CEDAQ";"CERTIFICAT D'AISANCE AQUATIQUE";"9";"0";"0"
"4298";"96399901";"JDC JOURNEE DEFENSE ET CITOYENNETE";"JDC";"JOURNEE DEFENSE ET CITOYENNETE";"9";"0";"1"
"4299";"97023201";"AMRU ECH ATT.MONT.RECEPT.UTIL. ECHAFAUDAGE";"AMRU ECH";"ATTESTATION MONTAGE, RECEPTION ET UTILISATION DES ECHAFAUDAGES DE PIED";"9";"0";"0"
"4300";"97025501";"APRO ELECT ATT.PREVENT.RISQ.ORIG. ELECTRIQUE";"APRO ELECT";"ATTESTATION PREVENTION DES RISQUES D'ORIGINE ELECTRIQUE";"9";"0";"0"
"4301";"97031101";"CRO CERTIFICAT RESTREINT D'OPERATEUR";"CRO";"CERTIFICAT RESTREINT D'OPERATEUR";"9";"0";"0"
"4302";"97031102";"CGO CERTIFICAT GENERAL D'OPERATEUR";"CGO";"CERTIFICAT GENERAL D'OPERATEUR";"9";"0";"0"
"4303";"97031103";"CAEERS CERTIF.APT.EXPLOIT.EMBARC.RADEAUX";"CAEERS";"CERTIFICAT D'APTITUDE A L'EXPLOITATION DES EMBARCATIONS ET RADEAUX DE SAUVETAGE";"9";"0";"0"
"4304";"97031104";"FPBNP FORMATION PERS. NAVIRES PASSAGERS";"FPBNP";"FORMATION PERSONNEL A BORD DES NAVIRES A PASSAGERS";"9";"0";"1"
"4305";"97031105";"PPE PREROGATIVES PLONGEE ENCADREE";"PPE";"PREROGATIVES DE PLONGEE ENCADREE";"9";"0";"1"
"4306";"97031106";"HTNB HAUTE TENSION NIVEAU BASE";"HTNB";"HAUTE TENSION NIVEAU DE BASE";"9";"0";"1"
"4307";"97031107";"HTNA HAUTE TENSION NIVEAU AVANCE";"HTNA";"HAUTE TENSION NIVEAU AVANCE";"9";"0";"1"
"4308";"97033101";"EMN1 ENSEIGNEMENT MEDICAL NIVEAU I";"EMN1";"ENSEIGNEMENT MEDICAL NIVEAU I";"9";"0";"1"
"4309";"97033102";"EMN2 ENSEIGNEMENT MEDICAL NIVEAU II";"EMN2";"ENSEIGNEMENT MEDICAL NIVEAU II";"9";"0";"1"
"4310";"97034401";"CFBS CERTIFICAT FORM. DE BASE SECURITE";"CFBS";"CERTIFICAT DE FORMATION DE BASE A LA SECURITE";"9";"0";"0"
"4311";"97034402";"FSPNP FORM. SECUR. PERSON.NAVIRES PECHE";"FSPNP";"FORMATION SECURITE POUR LES PERSONNELS EMBARQUES SUR DES NAVIRES ARMES A LA PETITE PECHE OU A LA PECHE COTIERE DE LONGUEUR INFERIEURE A 12 METRES";"9";"0";"1"
"4312";"97034403";"CSS CERTIFICAT SENSIBILISATION SURETE";"CSS";"CERTIFICAT DE SENSIBILISATION A LA SURETE";"9";"0";"0"
"4313";"97034404";"CQALI CERTIF.QUALIF.AVAN.LUTTE INCENDIE";"CQALI";"CERTIFICAT DE QUALIFICATION AVANCEE A LA LUTTE CONTRE L'INCENDIE";"9";"0";"0"
"4314";"99999999";"INDETERM. FORMATION NON SPECIFIEE";"INDETERM.";"FORMATION NON SPECIFIEE";"9";"0";"1"
"4315";"FM4315";"FM Attestation de Connaissances pour les Animaux de Compagnie d’Espèces Domestiques (ACACED)";"FM ACACED";"FM Attestation de Connaissances pour les Animaux de Compagnie d’Espèces Domestiques (ACACED)";"0";"1";"0"
"4316";"FM4316";"FM Accès des Demandeurs d'Emploi aux Métiers Agricoles (ADEMA)";"FM ADEMA";"FM Accès des Demandeurs d'Emploi aux Métiers Agricoles (ADEMA)";"0";"1";"0"
"4317";"FM4317";"FM Aide à domicile en milieu rural (ADMR)";"FM ADMR";"FM Aide à domicile en milieu rural (ADMR)";"0";"1";"0"
"4318";"FM4318";"FM Assistant de vie Dépendance (ADVD)";"FM ADVD";"FM Assistant de vie Dépendance (ADVD)";"0";"1";"0"
"4319";"FM4319";"FM Assistant de vie aux Familles (ADVF)";"FM ADVF";"FM Assistant de vie aux Familles (ADVF)";"0";"1";"0"
"4320";"FM4320";"FM FORMATION PEDAGOGIQUE";"FM FP";"FM FORMATION PEDAGOGIQUE";"0";"1";"0"
"4321";"FM4321";"FM CERTIPHYTO";"FM CERTIPHYTO";"FM CERTIPHYTO";"0";"1";"0"
"4322";"FM4322";"FM BP REA";"FM BP REA";"FM BP REA";"0";"1";"0"
"4323";"FM4323";"FM CACES";"FM CACES";"FM CACES";"0";"1";"0"
"4325";"01022104";"MC5 PATIS.GLACE.CHOC.CONFIS.SP. (MC5)";"MC5";"PATISSERIE, GLACERIE, CHOCOLATERIE, CONFISERIE SPECIALISEES (MC NIVEAU V)";"0";"0";"0"
"4326";"01025405";"MC5 SOUDAGE (MC5)";"MC5";"SOUDAGE (MC NIVEAU V)";"0";"0";"0"
"4327";"13511003";"MASTER PRO INGIE DURABLE DE L'ENVIRONNEMENT";"MASTER PRO";"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE DU DEVELOPPEMENT DURABLE SPE INGENIERIE DURABLE DE L'ENVIRONNEMENT (MASTER U DE LORRAINE)";"1";"0";"1"
"4328";"13511004";"MASTER PRO ECOTOXICOLOGIE SYSTM ANTHROPISES";"MASTER PRO";"SCIENCES, TECHNOLOGIES, SANTE : ENVIRONNEMENT ECOTOXICOLOGIE ECOSYSTEMES SPE ECOTOXICOLOGIE ET ECOLOGIE DES SYSTEMES ANTHROPISES (MASTER U LORRAINE)";"1";"0";"1"
"4329";"13511102";"MASTER PRO SCIENCES GENIE DES MATERIAUX";"MASTER PRO";"SCIENCES ET GENIE DES MATERIAUX (MASTER VALENCIENNES)";"1";"0";"0"
"4330";"13511203";"MASTER PRO CHIMIE";"MASTER PRO";"CHIMIE (MASTER PARIS 12)";"1";"0";"1"
"4331";"13511401";"MASTER PRO ACTUARIAT";"MASTER PRO";"ACTUARIAT (MARNE LA VALLEE)";"1";"0";"1"
"4332";"13511404";"MASTER PRO MATHEMATIQUES APPLIQUEES";"MASTER PRO";"MATHEMATIQUES, INFORMATIQUE, DECISION ET ORGANISATION (MIDO) : MATHEMATIQUES APPLIQUEES (MASTER DAUPHINE)";"1";"0";"0"
